State,District,Year,ReportingYear,Season,Crop,Area,Production,ReportedYieldTonnesPerHectare,CropDataSource
Arunachal Pradesh,Dibang valley,2022,2022 - 2023,Whole Year,All Crops,1917.0,2297.0,1.2,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,East kameng,2013,2013 - 2014,Whole Year,All Crops,8968.0,9087.0,1.01,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,East kameng,2014,2014 - 2015,Whole Year,All Crops,8968.0,9436.0,1.05,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,East kameng,2015,2015 - 2016,Whole Year,All Crops,9062.0,11137.0,1.23,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,East kameng,2016,2016 - 2017,Whole Year,All Crops,9047.0,11158.0,1.23,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,East kameng,2017,2017 - 2018,Whole Year,All Crops,9095.0,11825.0,1.3,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,East kameng,2018,2018 - 2019,Whole Year,All Crops,9119.0,11903.0,1.31,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,East kameng,2019,2019 - 2020,Whole Year,All Crops,6393.0,8483.0,1.33,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,East kameng,2020,2020 - 2021,Whole Year,All Crops,6404.0,8574.0,1.34,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,East kameng,2021,2021 - 2022,Whole Year,All Crops,6504.0,8737.0,1.34,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,East kameng,2022,2022 - 2023,Whole Year,All Crops,6532.0,8809.0,1.35,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,East siang,2013,2013 - 2014,Whole Year,All Crops,16770.0,27044.0,1.61,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,East siang,2014,2014 - 2015,Whole Year,All Crops,16120.0,27463.0,1.7,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,East siang,2015,2015 - 2016,Whole Year,All Crops,11378.0,19388.0,1.7,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,East siang,2016,2016 - 2017,Whole Year,All Crops,11743.0,21388.0,1.82,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,East siang,2017,2017 - 2018,Whole Year,All Crops,11791.0,22817.0,1.94,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,East siang,2018,2018 - 2019,Whole Year,All Crops,14046.0,25651.0,1.83,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,East siang,2019,2019 - 2020,Whole Year,All Crops,14060.0,25866.0,1.84,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,East siang,2020,2020 - 2021,Whole Year,All Crops,14071.0,25912.0,1.84,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,East siang,2021,2021 - 2022,Whole Year,All Crops,14441.0,26764.0,1.85,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,East siang,2022,2022 - 2023,Whole Year,All Crops,15132.0,28077.0,1.86,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Kamle,2018,2018 - 2019,Whole Year,All Crops,3581.0,7845.0,2.19,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Kamle,2019,2019 - 2020,Whole Year,All Crops,3595.0,8061.0,2.24,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Kamle,2020,2020 - 2021,Whole Year,All Crops,3606.0,8152.0,2.26,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Kamle,2021,2021 - 2022,Whole Year,All Crops,3656.0,8165.0,2.23,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Kamle,2022,2022 - 2023,Whole Year,All Crops,3658.0,7074.0,1.93,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Kra daadi,2015,2015 - 2016,Whole Year,All Crops,181.0,1299.0,7.18,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Kra daadi,2016,2016 - 2017,Whole Year,All Crops,500.0,679.0,1.36,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Kra daadi,2017,2017 - 2018,Whole Year,All Crops,570.0,879.0,1.54,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Kra daadi,2018,2018 - 2019,Whole Year,All Crops,594.0,957.0,1.61,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Kra daadi,2019,2019 - 2020,Whole Year,All Crops,608.0,1173.0,1.93,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Kra daadi,2020,2020 - 2021,Whole Year,All Crops,619.0,1264.0,2.04,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Kra daadi,2021,2021 - 2022,Whole Year,All Crops,645.0,1294.0,2.01,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Kra daadi,2022,2022 - 2023,Whole Year,All Crops,664.0,1327.0,2.0,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Kurung kumey,2013,2013 - 2014,Whole Year,All Crops,53.0,74.0,1.4,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Kurung kumey,2014,2014 - 2015,Whole Year,All Crops,53.0,74.0,1.4,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Kurung kumey,2015,2015 - 2016,Whole Year,All Crops,156.0,1092.0,7.0,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Kurung kumey,2016,2016 - 2017,Whole Year,All Crops,535.0,719.0,1.34,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Kurung kumey,2017,2017 - 2018,Whole Year,All Crops,601.0,919.0,1.53,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Kurung kumey,2018,2018 - 2019,Whole Year,All Crops,625.0,997.0,1.6,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Kurung kumey,2019,2019 - 2020,Whole Year,All Crops,639.0,1213.0,1.9,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Kurung kumey,2020,2020 - 2021,Whole Year,All Crops,650.0,1304.0,2.01,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Kurung kumey,2021,2021 - 2022,Whole Year,All Crops,670.0,1335.0,1.99,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Kurung kumey,2022,2022 - 2023,Whole Year,All Crops,691.0,1379.0,2.0,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Leparada,2019,2019 - 2020,Whole Year,All Crops,3521.0,5649.0,1.6,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Leparada,2020,2020 - 2021,Whole Year,All Crops,3532.0,5740.0,1.63,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Leparada,2021,2021 - 2022,Whole Year,All Crops,3612.0,6003.0,1.66,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Leparada,2022,2022 - 2023,Whole Year,All Crops,3664.0,6133.0,1.67,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lohit,2013,2013 - 2014,Whole Year,All Crops,12150.0,21662.0,1.78,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lohit,2014,2014 - 2015,Whole Year,All Crops,11450.0,22080.0,1.93,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lohit,2015,2015 - 2016,Whole Year,All Crops,4655.0,8804.0,1.89,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lohit,2016,2016 - 2017,Whole Year,All Crops,4559.0,9353.0,2.05,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lohit,2017,2017 - 2018,Whole Year,All Crops,4607.0,9515.0,2.07,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lohit,2018,2018 - 2019,Whole Year,All Crops,4631.0,9594.0,2.07,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lohit,2019,2019 - 2020,Whole Year,All Crops,4645.0,9810.0,2.11,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lohit,2020,2020 - 2021,Whole Year,All Crops,4656.0,9901.0,2.13,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lohit,2021,2021 - 2022,Whole Year,All Crops,4736.0,10040.0,2.12,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lohit,2022,2022 - 2023,Whole Year,All Crops,4764.0,10155.0,2.13,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Longding,2013,2013 - 2014,Whole Year,All Crops,2890.0,2504.0,0.87,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Longding,2014,2014 - 2015,Whole Year,All Crops,2890.0,2923.0,1.01,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Longding,2015,2015 - 2016,Whole Year,All Crops,2984.0,3484.0,1.17,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Longding,2016,2016 - 2017,Whole Year,All Crops,2984.0,4817.0,1.61,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Longding,2017,2017 - 2018,Whole Year,All Crops,3032.0,4979.0,1.64,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Longding,2018,2018 - 2019,Whole Year,All Crops,3056.0,5058.0,1.66,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Longding,2019,2019 - 2020,Whole Year,All Crops,3070.0,5280.0,1.72,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Longding,2020,2020 - 2021,Whole Year,All Crops,3080.0,5371.0,1.74,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Longding,2021,2021 - 2022,Whole Year,All Crops,3130.0,5477.0,1.75,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Longding,2022,2022 - 2023,Whole Year,All Crops,3154.0,5545.0,1.76,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lower dibang valley,2013,2013 - 2014,Whole Year,All Crops,14595.0,16058.0,1.1,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lower dibang valley,2014,2014 - 2015,Whole Year,All Crops,13906.0,16479.0,1.19,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lower dibang valley,2015,2015 - 2016,Whole Year,All Crops,14000.0,18133.0,1.3,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lower dibang valley,2016,2016 - 2017,Whole Year,All Crops,14640.0,20800.0,1.42,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lower dibang valley,2017,2017 - 2018,Whole Year,All Crops,14688.0,22300.0,1.52,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lower dibang valley,2018,2018 - 2019,Whole Year,All Crops,14712.0,22497.0,1.53,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lower dibang valley,2019,2019 - 2020,Whole Year,All Crops,14726.0,22712.0,1.54,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lower dibang valley,2020,2020 - 2021,Whole Year,All Crops,14737.0,22803.0,1.55,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lower dibang valley,2021,2021 - 2022,Whole Year,All Crops,15107.0,23667.0,1.57,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lower dibang valley,2022,2022 - 2023,Whole Year,All Crops,14475.0,23849.0,1.65,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lower siang,2018,2018 - 2019,Whole Year,All Crops,5428.0,8189.0,1.51,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lower siang,2019,2019 - 2020,Whole Year,All Crops,4898.0,7564.0,1.54,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lower siang,2020,2020 - 2021,Whole Year,All Crops,4909.0,7655.0,1.56,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lower siang,2021,2021 - 2022,Whole Year,All Crops,4959.0,7749.0,1.56,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lower siang,2022,2022 - 2023,Whole Year,All Crops,4989.0,7836.0,1.57,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lower subansiri,2013,2013 - 2014,Whole Year,All Crops,8373.0,14792.0,1.77,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lower subansiri,2014,2014 - 2015,Whole Year,All Crops,7673.0,15210.0,1.98,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lower subansiri,2015,2015 - 2016,Whole Year,All Crops,7767.0,15399.0,1.98,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lower subansiri,2016,2016 - 2017,Whole Year,All Crops,8067.0,18044.0,2.24,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lower subansiri,2017,2017 - 2018,Whole Year,All Crops,8115.0,18206.0,2.24,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lower subansiri,2018,2018 - 2019,Whole Year,All Crops,6033.0,12213.0,2.02,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lower subansiri,2019,2019 - 2020,Whole Year,All Crops,6047.0,12429.0,2.06,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lower subansiri,2020,2020 - 2021,Whole Year,All Crops,6058.0,12520.0,2.07,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lower subansiri,2021,2021 - 2022,Whole Year,All Crops,6208.0,12755.0,2.05,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Lower subansiri,2022,2022 - 2023,Whole Year,All Crops,6241.0,12883.0,2.06,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Namsai,2015,2015 - 2016,Whole Year,All Crops,6983.0,14667.0,2.1,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Namsai,2016,2016 - 2017,Whole Year,All Crops,8621.0,19463.0,2.26,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Namsai,2017,2017 - 2018,Whole Year,All Crops,8669.0,19625.0,2.26,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Namsai,2018,2018 - 2019,Whole Year,All Crops,8693.0,19703.0,2.27,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Namsai,2019,2019 - 2020,Whole Year,All Crops,8707.0,19919.0,2.29,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Namsai,2020,2020 - 2021,Whole Year,All Crops,8717.0,20010.0,2.3,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Namsai,2021,2021 - 2022,Whole Year,All Crops,8897.0,20167.0,2.27,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Namsai,2022,2022 - 2023,Whole Year,All Crops,8928.0,20342.0,2.28,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Pakke kessang,2019,2019 - 2020,Whole Year,All Crops,2740.0,3636.0,1.33,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Pakke kessang,2020,2020 - 2021,Whole Year,All Crops,2751.0,3727.0,1.35,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Pakke kessang,2021,2021 - 2022,Whole Year,All Crops,2795.0,3788.0,1.36,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Pakke kessang,2022,2022 - 2023,Whole Year,All Crops,2845.0,3875.0,1.36,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Papum pare,2013,2013 - 2014,Whole Year,All Crops,12025.0,22686.0,1.89,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Papum pare,2014,2014 - 2015,Whole Year,All Crops,11325.0,23105.0,2.04,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Papum pare,2015,2015 - 2016,Whole Year,All Crops,11325.0,23317.0,2.06,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Papum pare,2016,2016 - 2017,Whole Year,All Crops,12025.0,23749.0,1.97,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Papum pare,2017,2017 - 2018,Whole Year,All Crops,12073.0,23911.0,1.98,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Papum pare,2018,2018 - 2019,Whole Year,All Crops,12097.0,23990.0,1.98,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Papum pare,2019,2019 - 2020,Whole Year,All Crops,12111.0,24206.0,2.0,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Papum pare,2020,2020 - 2021,Whole Year,All Crops,12122.0,24342.0,2.01,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Papum pare,2021,2021 - 2022,Whole Year,All Crops,12322.0,24742.0,2.01,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Papum pare,2022,2022 - 2023,Whole Year,All Crops,12356.0,24939.0,2.02,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Shi yomi,2019,2019 - 2020,Whole Year,All Crops,2679.0,4327.0,1.62,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Shi yomi,2020,2020 - 2021,Whole Year,All Crops,2690.0,4418.0,1.64,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Shi yomi,2021,2021 - 2022,Whole Year,All Crops,2720.0,4511.0,1.66,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Shi yomi,2022,2022 - 2023,Whole Year,All Crops,2738.0,4561.0,1.67,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Siang,2015,2015 - 2016,Whole Year,All Crops,11133.0,14948.0,1.34,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Siang,2016,2016 - 2017,Whole Year,All Crops,7601.0,11581.0,1.52,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Siang,2017,2017 - 2018,Whole Year,All Crops,7649.0,11743.0,1.54,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Siang,2018,2018 - 2019,Whole Year,All Crops,7673.0,16679.0,2.17,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Siang,2019,2019 - 2020,Whole Year,All Crops,7687.0,16895.0,2.2,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Siang,2020,2020 - 2021,Whole Year,All Crops,7694.0,16993.0,2.21,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Siang,2021,2021 - 2022,Whole Year,All Crops,7864.0,17301.0,2.2,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Siang,2022,2022 - 2023,Whole Year,All Crops,7895.0,16942.0,2.15,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Tawang,2013,2013 - 2014,Whole Year,All Crops,835.0,879.0,1.05,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Tawang,2014,2014 - 2015,Whole Year,All Crops,835.0,1298.0,1.55,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Tawang,2015,2015 - 2016,Whole Year,All Crops,835.0,1298.0,1.55,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Tawang,2016,2016 - 2017,Whole Year,All Crops,835.0,1299.0,1.56,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Tawang,2017,2017 - 2018,Whole Year,All Crops,883.0,1461.0,1.65,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Tawang,2018,2018 - 2019,Whole Year,All Crops,907.0,1539.0,1.7,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Tawang,2019,2019 - 2020,Whole Year,All Crops,917.0,1750.0,1.91,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Tawang,2020,2020 - 2021,Whole Year,All Crops,928.0,1841.0,1.98,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Tawang,2021,2021 - 2022,Whole Year,All Crops,930.0,1841.0,1.98,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Tawang,2022,2022 - 2023,Whole Year,All Crops,949.0,1875.0,1.98,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Tirap,2013,2013 - 2014,Whole Year,All Crops,2280.0,1976.0,0.87,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Tirap,2014,2014 - 2015,Whole Year,All Crops,2280.0,2908.0,1.28,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Tirap,2015,2015 - 2016,Whole Year,All Crops,2374.0,3333.0,1.4,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Tirap,2016,2016 - 2017,Whole Year,All Crops,3000.0,3934.0,1.31,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Tirap,2017,2017 - 2018,Whole Year,All Crops,3048.0,4096.0,1.34,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Tirap,2018,2018 - 2019,Whole Year,All Crops,3072.0,4175.0,1.36,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Tirap,2019,2019 - 2020,Whole Year,All Crops,3086.0,4390.0,1.42,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Tirap,2020,2020 - 2021,Whole Year,All Crops,3096.0,4481.0,1.45,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Tirap,2021,2021 - 2022,Whole Year,All Crops,3146.0,4562.0,1.45,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Tirap,2022,2022 - 2023,Whole Year,All Crops,3173.0,4623.0,1.46,"DES Area, Production & Yield Query Report"
Arunachal Pradesh,Upper siang,2013,2013 - 2014,Whole Year,All Crops,6615.0,8510.0,1.29,"DES Area, Production & Yield Query Report"
